brand,eans,file_urls,files,model,model_2,product,product_lang,source,thumb,type,url
Tp-link,,"https://static.tp-link.com/2017/201712/20171229/Archer C4000 Datasheet 2.0.pdf,https://static.tp-link.com/2020/202011/20201116/1910012751_Archer C4000_UG_REV3.2.0.pdf,https://static.tp-link.com/2020/202005/20200522/7106508769_Archer A20&Archer C4000_QIG_V1 (1).pdf",,Archer C4000,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer_C4000_normal_1577081823210p.png,Datasheet,https://www.tp-link.com/en/support/download/archer-c4000/v2/
Tp-link,,https://static.tp-link.com/2020/202005/20200521/1910012704_Archer A20(US)_UG_REV1.1.0.pdf,,Archer A20,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-C3200(UN)_normal_1584496904769f.png,User Guide,https://www.tp-link.com/en/support/download/archer-a20/v3/
Tp-link,,https://static.tp-link.com/2020/202005/20200521/1910012704_Archer A20(US)_UG_REV1.1.0.pdf,,Archer A20,,Routers Wi-Fi Routers,en,tp-link.com,,User Guide,https://www.tp-link.com/en/support/download/archer-a20/v1.8/
Tp-link,,"https://static.tp-link.com/res/pmpo/files/Archer C5400/Archer C5400 Datasheet 1.0.pdf,https://static.tp-link.com/Archer_C5400(EU)_V1_UG_1474247131067w.pdf,https://static.tp-link.com/res/down/doc/Archer_C5400(UN)_V1_QIG.pdf",,Archer C5400,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-C5400_normal_1584496752671z.png,1.0,https://www.tp-link.com/en/support/download/archer-c5400/v1/
Tp-link,,"https://static.tp-link.com/2019/201901/20190118/Archer C2300(US) Datasheet 1.0.pdf,https://www.tp-link.com/us/user-guides/Archer-C2300&A2300_V1/,https://static.tp-link.com/Archer C2300_V1_Quick Installation Guide.pdf",,Archer C2300,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer_C2300-01_1492485072613a.jpg,Datasheet,https://www.tp-link.com/en/support/download/archer-c2300/v1/
Tp-link,,https://static.tp-link.com/2020/202005/20200521/1910012704_Archer A20(US)_UG_REV1.1.0.pdf,,Archer A20,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/1_1550039808807l.jpg,User Guide,https://www.tp-link.com/en/support/download/archer-a20/v1/
Tp-link,,https://static.tp-link.com/2020/202005/20200521/1910012704_Archer A20(US)_UG_REV1.1.0.pdf,,Archer A20,,Routers Wi-Fi Routers,en,tp-link.com,,User Guide,https://www.tp-link.com/en/support/download/archer-a20/v3.8/
Tp-link,,"https://static.tp-link.com/2020/202003/20200320/Archer C4000(EU)3.0_Datasheet.pdf,https://static.tp-link.com/2020/202005/20200522/7106508769_Archer A20&Archer C4000_QIG_V1 (1).pdf,https://static.tp-link.com/2020/202011/20201116/1910012751_Archer C4000_UG_REV3.2.0.pdf",,Archer C4000,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-C3200(UN)_normal_1584496904769f.png,Datasheet,https://www.tp-link.com/en/support/download/archer-c4000/v3/
Tp-link,,"https://static.tp-link.com/2020/202010/20201015/Archer C2300(EU&US)2.0_Datasheet.pdf,https://static.tp-link.com/2020/202011/20201116/1910012713_Archer C2300(EU)2.0_UG_V1.pdf,https://static.tp-link.com/2019/201908/20190822/7106508438_Archer C2300_QIG_V1.pdf",,Archer C2300,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer_C2300_2.0_normal_1585904827145s.png,Datasheet,https://www.tp-link.com/en/support/download/archer-c2300/v2/
Tp-link,,"https://static.tp-link.com/2020/202010/20201015/Archer AX20(EU&US)1.0_Datasheet.pdf,https://www.tp-link.com/us/user-guides/archer-ax20&ax1800_v1/?modelName=Archer%20AX20,https://static.tp-link.com/2020/202005/20200521/7106508717_Archer AX20&Archer AX1800_QIG.pdf",,Archer AX20,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-AX1800&AX20_normal_1619084440994p.png,Datasheet,https://www.tp-link.com/en/support/download/archer-ax20/v1/
Tp-link,,https://static.tp-link.com/2020/202005/20200521/7106508717_Archer AX20&Archer AX1800_QIG.pdf,,Archer AX20,,Routers Wi-Fi Routers,en,tp-link.com,,Quick Installation Guide,https://www.tp-link.com/en/support/download/archer-ax20/v1.20/
Tp-link,,"https://static.tp-link.com/2018/201809/20180912/AD7200 2.0 Datasheet.pdf,https://static.tp-link.com/AD7200_V2_User Guide.pdf,https://static.tp-link.com/AD7200(EU)_V2_Quick_Installation_Guide_1480749980652a.pdf",,AD7200,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Talon-AD7200(UN)2.0n_1492485036187h.jpg,Datasheet,https://www.tp-link.com/en/support/download/ad7200/v2/
Tp-link,,"https://static.tp-link.com/2020/202009/20200907/Archer AX1500(EU)1.0_Datasheet.pdf,https://static.tp-link.com/upload/manual/2021/202108/20210817/7106509204_Archer AX10&AX23(EU)_QIG_V1.pdf,https://static.tp-link.com/2020/202010/20201020/1910012597_Archer AX10(EU&US)1.0_UG_V1.pdf",,Archer AX1500,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-AX1500&AX10_normal_1584492855875v.png,Datasheet,https://www.tp-link.com/en/support/download/archer-ax1500/v1/
Tp-link,,"https://static.tp-link.com/2019/201901/20190118/Archer C5400 Datasheet 2.0.pdf,https://static.tp-link.com/2019/201901/20190110/1910012411_Archer C54002.0_UG_REV2.2.0.pdf,https://static.tp-link.com/Archer C5400_V2_Quick Installation Guide.pdf",,Archer C5400,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-C5400(UN)2.0_1492498150516a.jpg,Datasheet,https://www.tp-link.com/en/support/download/archer-c5400/v2/
Tp-link,,"https://static.tp-link.com/2021/202105/20210513/Archer AX1500(EU&US)1.20_Datasheet.pdf,https://static.tp-link.com/upload/manual/2021/202108/20210817/7106509204_Archer AX10&AX23(EU)_QIG_V1.pdf",,Archer AX1500,,Routers Wi-Fi Routers,en,tp-link.com,,Datasheet,https://www.tp-link.com/en/support/download/archer-ax1500/v1.20/
Tp-link,,"https://static.tp-link.com/2020/202010/20201022/Archer AX20(EU&US)2.0_Datasheet.pdf,https://static.tp-link.com/manual/2021/202107/20210721/Archer AX20(US)2.0_User Guide.pdf",,Archer AX20,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-AX1800&AX20_normal_1619084440994p.png,Datasheet,https://www.tp-link.com/en/support/download/archer-ax20/v2/
Tp-link,,"https://static.tp-link.com/2020/202010/20201014/Archer AX10(EU&US)1.0_Datasheet.pdf,https://www.tp-link.com/us/user-guides/archer-ax10&ax1500_v1/?modelName=Archer%20AX10,https://static.tp-link.com/upload/manual/2021/202108/20210817/7106509204_Archer AX10&AX23(EU)_QIG_V1.pdf",,Archer AX10,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-AX1500&AX10_normal_1584492935630a.png,Datasheet,https://www.tp-link.com/en/support/download/archer-ax10/v1/
Tp-link,,"https://static.tp-link.com/2019/201901/20190123/Archer C3150(EU)2.0_datasheet.pdf,https://static.tp-link.com/7106507247_Archer C3150(EU)(US)_V2_QIG.pdf,https://static.tp-link.com/1910012072_Archer C3150(EU)(US)_V2_UG.pdf",,Archer C3150,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-C3150(UN)2.0_1493955995025x.jpg,Datasheet ,https://www.tp-link.com/en/support/download/archer-c3150/v2/
Tp-link,,"https://static.tp-link.com/res/pmpo/files/AD7200/Talon AD7200 Datasheet 1.0.pdf,https://static.tp-link.com/res/down/doc/AD7200_V1_QIG.pdf,https://static.tp-link.com/res/down/doc/AD7200_V1_UG.pdf",,AD7200,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/AD7200_un_V1_default_1492484785443w.jpg,1.0,https://www.tp-link.com/en/support/download/ad7200/v1/
Tp-link,,https://static.tp-link.com/2020/202011/20201113/7106508716_Archer A10_QIG_V1.pdf,,Archer A10,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-A10(US&EU)-1.0_A_normal_1584492784864d.png,Quick Installation Guide,https://www.tp-link.com/en/support/download/archer-a10/v2/
Tp-link,,"https://static.tp-link.com/res/pmpo/files/Archer C3150/Archer C3150(EU)1.0.pdf,https://static.tp-link.com/res/down/doc/Archer_C3150(EU)_V1_UG.pdf,https://static.tp-link.com/res/down/doc/Archer_C3150(EU)_V1_QIG.pdf",,Archer C3150,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer_C3150_1.0_1493956233453f.JPG,EU,https://www.tp-link.com/en/support/download/archer-c3150/v1/
Tp-link,,"https://static.tp-link.com/2020/202001/20200117/Archer A10(EU&US) 1.0_1.8 Datasheet.pdf,https://static.tp-link.com/2020/202011/20201113/7106508716_Archer A10_QIG_V1.pdf",,Archer A10,,Routers Wi-Fi Routers,en,tp-link.com,https://static.tp-link.com/Archer-A10(US&EU)-1.0_A_normal_1584492784864d.png,Datasheet,https://www.tp-link.com/en/support/download/archer-a10/v1/
Tp-link,,"https://static.tp-link.com/manual/2021/202106/20210610/1910013049_Range Extender Setup Help_REV1.0.0.pdf,https://static.tp-link.com/2018/201801/20180126/1910012130_RE270KRE370K_UG.pdf,https://static.tp-link.com/7106507556_RE270K-RE370K(US)(EU)_QIG.pdf",,RE270K,,Range Extender+,en,tp-link.com,,Range Extender Setup Help,https://www.tp-link.com/en/support/download/re270k/v2/
Tp-link,,"https://static.tp-link.com/RE270K(EU)_V1_Datasheet.pdf,https://static.tp-link.com/manual/2021/202106/20210610/1910013049_Range Extender Setup Help_REV1.0.0.pdf,https://static.tp-link.com/7106507556_RE270K-RE370K(US)(EU)_QIG_V1.pdf,https://static.tp-link.com/2018/201801/20180126/1910012130_RE270KRE370K_UG.pdf",,RE270K,,Range Extender+,en,tp-link.com,https://static.tp-link.com/RE270K(EU)_1495154280995f.jpg,Datasheet,https://www.tp-link.com/en/support/download/re270k/v1/
Tp-link,,"https://static.tp-link.com/RE370K(EU)_V1_Datasheet.pdf,https://static.tp-link.com/manual/2021/202106/20210610/1910013049_Range Extender Setup Help_REV1.0.0.pdf,https://static.tp-link.com/7106507556_RE270K-RE370K(US)(EU)_QIG.pdf,https://static.tp-link.com/2018/201801/20180126/1910012130_RE270KRE370K_UG.pdf",,RE370K,,Range Extender+,en,tp-link.com,https://static.tp-link.com/RE370K(EU)_1495154416813y.jpg,Datasheet,https://www.tp-link.com/en/support/download/re370k/v1/
Tp-link,,"https://static.tp-link.com/manual/2021/202106/20210610/1910013049_Range Extender Setup Help_REV1.0.0.pdf,https://static.tp-link.com/7106507556_RE270K-RE370K(US)(EU)_QIG.pdf",,RE370K,,Range Extender+,en,tp-link.com,,Range Extender Setup Help,https://www.tp-link.com/en/support/download/re370k/v2/
Tp-link,,"https://static.tp-link.com/resources/document/MA180_V1_Datasheet.zip,https://static.tp-link.com/resources/document/MA180_V1_QIG7106503788.pdf,https://static.tp-link.com/resources/document/MA180_V1_User_Guide.pdf",,MA180,,3G USB Adapters,en,tp-link.com,https://static.tp-link.com/res/images/products/default/MA180.jpg,Datasheet,https://www.tp-link.com/en/support/download/ma180/v1/
Tp-link,,"https://static.tp-link.com/resources/document/MA180_V2_QIG_7106503935.pdf,https://static.tp-link.com/resources/document/MA180_V2_User_Guide.pdf,https://static.tp-link.com/resources/document/MA180_CE_DOC.pdf",,MA180,,3G USB Adapters,en,tp-link.com,,7106503935,https://www.tp-link.com/en/support/download/ma180/v2/
Tp-link,,https://static.tp-link.com/7106507314_TL_CP230(UN)2.0_QIG_REV2.0.0_outline.pdf,,CP230,,Car Accessories,en,tp-link.com,,V2,https://www.tp-link.com/en/support/download/cp230/v2/
Tp-link,,https://static.tp-link.com/CP230_datasheet__1473149587471u.pdf,,CP230,,Car Accessories,en,tp-link.com,https://static.tp-link.com/1_1473146722846h.jpg,Datasheet,https://www.tp-link.com/en/support/download/cp230/v1/
Tp-link,,"https://static.tp-link.com/resources/document/TX-6610_V1_Datasheet.zip,https://static.tp-link.com/resources/document/TX-6610_V1_QIG_7106504281.pdf,https://static.tp-link.com/resources/document/TX-6610_V1_User_Guide.pdf",,TX-6610,,Service Provider GPON,en,tp-link.com,https://static.tp-link.com/TX-6610_1488421267342j.jpg,Datasheet,https://www.tp-link.com/en/support/download/tx-6610/v1/
Tp-link,,"https://static.tp-link.com/res/down/doc/TX-6610_UN_4.0.pdf,https://static.tp-link.com/res/down/doc/TX-6610_V4_QIG.pdf,https://static.tp-link.com/res/down/doc/TX-6610_V4_UG.pdf",,TX-6610,,Service Provider GPON,en,tp-link.com,https://static.tp-link.com/TX-6610_1488421267342j.jpg,Datasheet,https://www.tp-link.com/en/support/download/tx-6610/v4/
Tp-link,,"https://static.tp-link.com/resources/document/TX-6610_V2_Datasheet.pdf,https://static.tp-link.com/resources/document/TX-6610_V2_UG.pdf,https://static.tp-link.com/resources/document/TX-6610_V2_QIG.pdf",,TX-6610,,Service Provider GPON,en,tp-link.com,,Datasheet,https://www.tp-link.com/en/support/download/tx-6610/v2/
Tp-link,,"https://static.tp-link.com/resources/software/TL-R470T_v2.0_Datasheet.zip,https://static.tp-link.com/resources/document/TL-R470T_V2_User_Guide_1910010974_RU.pdf,https://static.tp-link.com/resources/document/TL-R470T_v2_User_Guide.pdf,https://static.tp-link.com/resources/document/TL-R470T_CE_DOC.pdf,https://static.tp-link.com/resources/document/TL-R470T_V2_QIG_7106503826.pdf",,TL-R470T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R470T%2B_4.0_1500952327264t.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r470t%252b/v2/
Tp-link,,"https://static.tp-link.com/resources/document/TL-R470T_V3_Datasheet.pdf,https://static.tp-link.com/resources/document/TL-R470T_V3_User_Guide_1910011012.pdf,https://static.tp-link.com/resources/document/TL-R470T_V3_User_Guide_1910010974_RU.pdf,https://static.tp-link.com/resources/document/TL-R470T_V3_User_Guide_1910010958.pdf,https://static.tp-link.com/resources/document/TL-R470T_V3_QIG_7106504439.pdf",,TL-R470T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R470T%2B_4.0_1500952376006u.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r470t%252b/v3/
Tp-link,,https://static.tp-link.com/resources/document/TL-R470T_V1.0_User_Guide.pdf,,TL-R470T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R470T%2B_4.0_1500952508257h.JPG,Guide,https://www.tp-link.com/en/support/download/tl-r470t%252b/v1/
Tp-link,,"https://static.tp-link.com/2019/201901/20190121/TL-ER5120(UN) 4.0 Datasheet.pdf,https://static.tp-link.com/2020/202009/20200910/Router & OC Regulatory Compliance.pdf,https://static.tp-link.com/2018/201810/20181031/1910012491_TL-ER6120ER5120ER6020_UG.pdf,https://static.tp-link.com/2018/201807/20180716/7106508153_multi-wan router_ IG.pdf",,TL-ER5120,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-ER5120_UN_3.0_1542850860917o.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er5120/v4/
Tp-link,,"https://static.tp-link.com/res/down/doc/TL-R470T_4.0.pdf,https://static.tp-link.com/resources/document/TL-R470T_V4_UG.pdf,https://static.tp-link.com/resources/document/TL-R470T_V4_QIG.pdf",,TL-R470T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R470T%2B_4.0_1500952610577t.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r470t%252b/v4/
Tp-link,,"https://static.tp-link.com/TL-ER604W(UN)_V2_Datasheet.pdf,https://static.tp-link.com/7106507232_TL-ER604W_V2_IG.pdf,https://static.tp-link.com/TL-ER604W(UN)_V2_UG_1479375755635i.pdf",,TL-ER604W,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER604W_1484208377080q.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er604w/v2/
Tp-link,,"https://static.tp-link.com/resources/document/datasheet/TL-POE200_ds.zip,https://static.tp-link.com/resources/document/TL-POE200_CE_DOC.pdf,https://static.tp-link.com/resources/document/7106500904_TL-POE200_User_Guid.pdf,https://static.tp-link.com/resources/software/201012159114713.zip",,TL-POE200,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TL-POE200_un_V1_477_68_normal_1_20150212201003_1530860086260c.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-poe200/v1/
Tp-link,,"https://static.tp-link.com/resources/document/TL-R600VPN_v1.0_Datasheet.zip,https://static.tp-link.com/resources/document/TL-R600VPN_CE_DOC.pdf,https://static.tp-link.com/resources/document/TL-R600VPN_V1_QIG_7106503723.pdf,https://static.tp-link.com/resources/document/TL-R600VPN_V1_User_Guide.pdf",,TL-R600VPN,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-R600VPN_1500963799957s.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r600vpn/v1/
Tp-link,,https://static.tp-link.com/resources/document/RPS150_V1_IG.pdf,,RPS150,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/RPS150_1482978858154i.jpg,IG,https://www.tp-link.com/en/support/download/rps150/v1/
Tp-link,,"https://static.tp-link.com/2018/201801/20180119/TL-ER6120(UN) 2.0 Datasheet .pdf,https://static.tp-link.com/2018/201810/20181031/1910012491_TL-ER6120ER5120ER6020_UG.pdf,https://static.tp-link.com/2018/201804/20180404/7106507862_IG.pdf",,TL-ER6120,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER6120(UN)2_1500626105335c.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er6120/v2/
Tp-link,,"https://static.tp-link.com/resources/document/TL-ER6120_v1.0_Datasheet.zip,https://static.tp-link.com/res/down/doc/TL-ER6120_V1_UG.pdf,https://static.tp-link.com/res/down/doc/TL-ER6120_V1_QIG.pdf,https://static.tp-link.com/res/down/doc/VPN_Config_Guide_V2.pdf,https://static.tp-link.com/resources/document/TL-ER6120_CE_DOC.pdf",,TL-ER6120,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER6120_1.0_1500626053760b.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er6120/v1/
Tp-link,,https://static.tp-link.com/RPS150(UN)_V2_IG_1478163723203n.pdf,,RPS150,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/RPS150_1482978858154i.jpg,IG,https://www.tp-link.com/en/support/download/rps150/v2/
Tp-link,,"https://static.tp-link.com/2019/201901/20190121/TL-ER6120(UN) 3.0 Datasheet.pdf,https://static.tp-link.com/2020/202009/20200910/Router & OC Regulatory Compliance.pdf,https://static.tp-link.com/2018/201810/20181031/1910012491_TL-ER6120ER5120ER6020_UG.pdf,https://static.tp-link.com/2018/201807/20180716/7106508153_multi-wan router_ IG.pdf",,TL-ER6120,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER6120_UN_2.0_1539239200147n.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er6120/v3/
Tp-link,,https://static.tp-link.com/upload/manual/2021/202109/20210906/7106509289_PSM150-AC_IG_.pdf,,PSM150-AC,,Switches Accessories,en,tp-link.com,,Installation Guide,https://www.tp-link.com/en/support/download/psm150-ac/v3/
Tp-link,,https://static.tp-link.com/2020/202010/20201010/7106508813_PSM150-AC(UN) 2.0_IG.pdf,,PSM150-AC,,Switches Accessories,en,tp-link.com,,Installation Guide,https://www.tp-link.com/en/support/download/psm150-ac/v2/
Tp-link,,https://static.tp-link.com/TXM431-SL&SR(UN)_V1_IG_1478504482224n.pdf,,TXM431-LR,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TXM431-LR_1482982474913x.jpg,IG,https://www.tp-link.com/en/support/download/txm431-lr/v1/
Tp-link,,https://static.tp-link.com/TXM431-SL&SR(UN)_V1_IG_1478504454194h.pdf,,TXM431-SR,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TXM431-SR_1482982740094f.jpg,IG,https://www.tp-link.com/en/support/download/txm431-sr/v1/
Tp-link,,https://static.tp-link.com/2020/202005/20200528/7106508865_TXM431-LR&SR_IG.pdf,,TXM431-LR,,Switches Accessories,en,tp-link.com,,Installation Guide,https://www.tp-link.com/en/support/download/txm431-lr/v3/
Tp-link,,"https://static.tp-link.com/resources/document/TL-R600VPN_V2_Datasheet.pdf,https://static.tp-link.com/resources/document/TL-R600VPN_V2_User_Guide_1910010932.pdf,https://static.tp-link.com/resources/document/TL-R600VPN_V2_QIG_7106504437.pdf,https://static.tp-link.com/res/down/doc/VPN_Config_Guide_V2.pdf",,TL-R600VPN,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-R600VPN_1500964030272s.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r600vpn/v2/
Tp-link,,https://static.tp-link.com/7106507672_TXM431-LR&SR(UN)_V3_IG.pdf,,TXM431-LR,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TXM431-LR_1482982474913x.jpg,Installation Guide,https://www.tp-link.com/en/support/download/txm431-lr/v2/
Tp-link,,"https://static.tp-link.com/2019/201908/20190806/TXM431-SR 2.0 Datasheet.pdf,https://static.tp-link.com/2020/202005/20200528/7106508865_TXM431-LR&SR_IG.pdf",,TXM431-SR,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TXM431-SR_1482982740094f.jpg,Datasheet,https://www.tp-link.com/en/support/download/txm431-sr/v2/
Tp-link,,"https://static.tp-link.com/resources/document/TL-ER604W_V1_Datasheet.pdf,https://static.tp-link.com/res/down/doc/VPN_Config_Guide_V2.pdf,https://static.tp-link.com/resources/document/TL-ER604W_V1_User_Guide_19100.pdf,https://static.tp-link.com/resources/document/TL-ER604W_V1_QIG_7106504096.pdf",,TL-ER604W,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER604W_1484208377080q.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er604w/v1/
Tp-link,,"https://static.tp-link.com/2018/201801/20180119/TL-R600VPN(UN) 4.0 Datasheet .pdf,https://static.tp-link.com/2020/202009/20200910/Router & OC Regulatory Compliance.pdf,https://static.tp-link.com/2018/201807/20180710/7106507860_TL-R600VPNTL-R470T_IG.pdf,https://static.tp-link.com/2021/202102/20210223/1910012490_TL-R600VPN_UG.pdf",,TL-R600VPN,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-R600VPN(UN)-4.0_1500964085660a.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-r600vpn/v4/
Tp-link,,"https://static.tp-link.com/TL-R600VPN(UN)3.0 Datasheet .pdf,https://static.tp-link.com/7106507233_TL-R600VPN_V3_IG.pdf,https://static.tp-link.com/TL-R600VPN(UN)_V3_UG_1479372858593i.pdf",,TL-R600VPN,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-R600VPN(UN)-4.0_1500963855113t.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-r600vpn/v3/
Tp-link,,"https://static.tp-link.com/resources/document/TL-R480T_V6_Datasheet.pdf,https://static.tp-link.com/resources/document/TL-R480T_V6_User_Guide_1910011011.pdf,https://static.tp-link.com/resources/document/TL-R480T_V6_User_Guide_1910010957.pdf,https://static.tp-link.com/resources/document/TL-R480T_V6_IG_7106504438.pdf",,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R480T%2B7.0_1500953528041s.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-r480t%252b/v6/
Tp-link,,"https://static.tp-link.com/resources/document/TL-R480T_V5_Datasheet.pdf,https://static.tp-link.com/resources/document/TL-R480T_v5_User_Guide.pdf,https://static.tp-link.com/resources/document/TL-R480T_V5_IG_7106503825.pdf",,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R480T%2B7.0_1500953299970v.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-r480t%252b/v5/
Tp-link,,https://static.tp-link.com/resources/document/TL-R480T_V4.0_User_Guide.pdf,,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R480T%2B7.0_1500953275326u.jpg,Guide,https://www.tp-link.com/en/support/download/tl-r480t%252b/v4/
Tp-link,,"https://static.tp-link.com/TL-R480T%2B_V8_Datasheet.pdf,https://static.tp-link.com/7106507690_TL-R480T%2B_V8_IG.pdf,https://static.tp-link.com/TL-R480T%2B(UN)_V8_UG_1479373750990j.pdf",,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/480T%2B_8.0_1500953587968n.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r480t%252b/v8/
Tp-link,,"https://static.tp-link.com/res/down/doc/TL-ER6020_v1_Datasheet.pdf,https://static.tp-link.com/res/down/doc/VPN_Config_Guide_V2.pdf,https://static.tp-link.com/resources/document/TL-ER6020_V1_User_Guide_191001.pdf,https://static.tp-link.com/resources/document/TL-ER6020_v1_IG_7106503927.pdf",,TL-ER6020,,Business Router VPN Routers,en,tp-link.com,https://static.tp-link.com/TL-ER6020_2.0_1500885653906r.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-er6020/v1/
Tp-link,,"https://static.tp-link.com/res/down/doc/TL-R480_7.0.pdf,https://static.tp-link.com/resources/document/TL-R480T_V7_QIG_.pdf,https://static.tp-link.com/resources/document/TL-R480T_V7_UG.pdf",,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-R480T%2B7.0_1500953555266s.jpg,Datasheet.,https://www.tp-link.com/en/support/download/tl-r480t%252b/v7/
Tp-link,,"https://static.tp-link.com/2020/202009/20200915/TL-POE200 2.0.pdf,https://static.tp-link.com/resources/document/TL-POE200_v2_User_Guide.pdf",,TL-POE200,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TL-POE200_un_V1_477_68_normal_1_20150212201003_1530860130835r.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-poe200/v2/
Tp-link,,"https://static.tp-link.com/2020/202009/20200915/TL-POE200(UN)3.0 Datasheet.pdf,https://static.tp-link.com/7106507675_TL-POE200(UN)_V3_IG.pdf",,TL-POE200,,Switches Accessories,en,tp-link.com,https://static.tp-link.com/TL-POE200_UN_3.0_1530157314755l.jpg,Datasheet,https://www.tp-link.com/en/support/download/tl-poe200/v3/
Tp-link,,"https://static.tp-link.com/2018/201809/20180917/TL-R480T(UN)9.0 Datasheet.pdf,https://static.tp-link.com/2020/202009/20200910/Router & OC Regulatory Compliance.pdf,https://static.tp-link.com/2018/201807/20180716/7106508153_multi-wan router_ IG.pdf,https://static.tp-link.com/2018/201811/20181109/1910012492_TL-R480T470T_UG.pdf",,TL-R480T+,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/480T%2B_8.0_1500953587968n.JPG,Datasheet,https://www.tp-link.com/en/support/download/tl-r480t%252b/v9/
Tp-link,,"https://static.tp-link.com/2018/201801/20180115/TL-ER5120(UN)_V3_Datasheet.pdf,https://static.tp-link.com/2018/201810/20181031/1910012491_TL-ER6120ER5120ER6020_UG.pdf,https://static.tp-link.com/2018/201804/20180404/7106507862_IG.pdf",,TL-ER5120,,Business Router Load Balance Routers,en,tp-link.com,https://static.tp-link.com/TL-ER5120(UN)3.0_1500626869843f.jpg,Datasheet ,https://www.tp-link.com/en/support/download/tl-er5120/v3/
